Paragraph:,Quote:,Scare_Quote:
"Volgens staatssecretaris Blokhuis is de 'Dranquilo'-campagne niet bedoeld om met het vingertje te wijzen, maar wel om mensen bewuster te maken. In het Nationaal Preventieakkoord was al afgesproken dat het bewustzijn van het gebruik van alcohol en de kennis van de effecten omhoog moet. Het percentage overmatige en zware drinkers moet juist worden verlaagd.",',2.0
"Gisteren maakte De Jonge bekend dat hij geen lijsttrekker meer wil zijn, omdat dat niet goed te combineren is met zijn werkzaamheden als 'coronaminister'.",'coronaminister',0.0
"""Er zijn nog genoeg mensen in dit land die geloven in 'oog om oog, tand om tand'. Dat zijn de mensen die hij hiermee bereikt en die hij eventueel over vier jaar voor kan houden dat hij deze executies heeft laten uitvoeren - mocht hij zich weer verkiesbaar stellen.""","'oog om oog, tand om tand'",0.0
"Volgens deskundigen is dergelijke kennis 'de olie van de toekomst'. Er worden bijvoorbeeld chips mee gemaakt, die in veel producten nodig zijn. ""Waar je ook staat in de wereld, je ziet overal chips. Denk aan je smartphone, ov-kaart of een zelfrijdende auto"", zegt Barry Peet, directeur van het CITC, een centrum dat onderzoek doet op het gebied van chiptechnologie.",'de olie van de toekomst',0.0
"Ook de basisschoolleerlingen van de Comeniusschool in Zeist deden mee. Ze vinden aandacht belangrijk. 'Als ik op een jongen zou vallen, kan ik dat makkelijker zeggen', zegt een van hen:","'Als ik op een jongen zou vallen, kan ik dat makkelijker zeggen'",0.0
"Volgens Ivan waren zijn ouders niet verbaasd. ""Ze hadden het eigenlijk al verwacht. Ze waren heel positief."" Ook op school werd hij meteen geaccepteerd. ""Ik hield een spreekbeurt over de pride en over mezelf. Ik zei: 'Zo wil ik aangesproken worden, Ivan is mijn nieuwe naam'. Dat ging gewoon zoals het ging. Die acceptatie had ik ook wel verwacht.""","'Zo wil ik aangesproken worden, Ivan is mijn nieuwe naam'",0.0
Het tweede hete hangijzer is het zogenoemde 'gelijke speelveld'. De EU wil niet dat de Britten voordelige handelsvoorwaarden hebben met de EU en tegelijk hun eigen bedrijven bevoordelen met bijvoorbeeld subsidies.,'gelijke speelveld',0.0
De 'cultuur van het thuis bevallen' wordt toegevoegd aan de lijst van Nederlands immaterieel erfgoed. Dat melden de Koninklijke Nederlandse Organisatie van Verloskundigen (KNOV) en het Kenniscentrum Immaterieel Erfgoed Nederland.,'cultuur van het thuis bevallen',0.0
"Amateurschilders uit Emmen - sommige met veel, andere met weinig ervaring - maakten het kunstwerk stukje voor stukje na aan de hand van foto's met een extreem hoge resolutie. ""Soms dacht ik weleens: 'Waar ben ik aan begonnen?'"", zegt Geert Joling, een van de schilders die meewerkten.",',2.0
Dat zijn doden van wie bekend is dat ze het coronavirus droegen; volgens het CBS ligt het werkelijke aantal doden hoger. Vorige week ging het om een 'oversterfte' van 400. ,'oversterfte',0.0
"Het jaar 2020 heeft al veel nieuwe woorden opgeleverd. Een daarvan: 'kappertoerisme', een begrip over Belgen die de grens over gaan om zich in Nederland te laten knippen. Nederlandse kappers in grensgemeenten zien een toename aan Belgische klanten, nu kappers in Vlaanderen al wekenlang gesloten zijn.",'kappertoerisme',0.0
"Luyksgestel ligt op een paar kilometer van het Belgische Lommel. ""Met de auto is het 2 minuutjes rijden naar de grens"", zegt Borrenbergs. Daarom heeft kapsalon Borrie normaal ook al Belgische klanten. Toen vier weken geleden de eerste 'extra' Belgen belden, stonden de kapster en haar man voor een dilemma. ""We willen dat iedereen voorzichtig is en vroegen ons daarom af of we dat extra verkeer wel wilden veroorzaken. Daar hebben we een avondje over gebrainstormd.""",'extra',0.0
'Kappertoeristen' vertellen in deze video waarom ze de Nederlandse kapper opzoeken:,',2.0
"Ook Channah Schoutese van salon Bibob in Maastricht wil dat haar vaste klanten ondanks de Belgische drukte nog een plekje kunnen krijgen. ""De laatste weken komen hier steeds meer Belgen. We hadden altijd al vaste Belgische klanten, we zitten op vijf minuten van de grens, maar nu krijgen we opeens telefoontjes met: 'mijn buurvrouw wordt bij jullie geknipt, mag ik ook komen?'""",',2.0
"Ondanks het verbod op politieke of religieuze uitingen, hebben sporters in het verleden verschillende statements gemaakt. Tijdens de Spelen van 1968 in Mexico maakten de Amerikanen Tommie Smith en John Carlos het 'black power'-gebaar. Zij balden hun vuist tijdens een medailleceremonie als teken tegen racisme. Ook droegen zij zwarte sokken zonder schoenen op het podium.",',2.0
"Met zijn 1,95 meter, gespierde lichaam en blinde rechteroog werd 'Tiny' Lister aanvankelijk gecast in fysieke rollen zoals die van bodyguard, American-footballspeler en showworstelaar.",'Tiny',0.0
"De coronakerstcommercials van het kabinet zijn onderdeel van de al langer lopende 'Alleen Samen'-campagne, waarmee het kabinet aandacht vraagt voor de coronamaatregelen.",',2.0
Dit is een van de eerste 'Alleen Samen'-spotjes:,',2.0
In de zomer won De Jonge de interne verkiezing nipt. Kamerlid Omtzigt eindigde als tweede en die kreeg daarna de rol van 'running mate' van De Jonge. Omtzigt houdt zich na de ontwikkelingen van gisteravond stil.,'running mate',0.0
"De aanklacht tegen de 72-jarige Lai heeft te maken met een omstreden veiligheidswet, die het voor de autoriteiten mogelijk maakt om critici van China op te pakken. Formeel wordt Lai verdacht van 'samenspanning met buitenlandse machten'. Daarmee heeft hij volgens de autoriteiten de nationale veiligheid in gevaar gebracht. Hierop staan celstraffen tot levenslang.",'samenspanning met buitenlandse machten',0.0
"De spanningen tussen het pro-Chinese kamp en de prodemocratische zijde in het parlement liepen afgelopen jaar gestaag op. In november vertrok de voltallige oppositie uit het parlement, nadat Peking had besloten 'patriottisme' een wettelijke vereiste te maken voor parlementariërs.",'patriottisme',1.0
Voor het eerst sinds de jaren 90 begint de overheid een campagne om bewuster om te gaan met alcohol en drinkgewoontes te doorbreken. Met de 'Dranquilo'-campagne wil staatssecretaris Blokhuis laten zien dat geen of minder alcohol drinken heel normaal is en dat iemand niet buiten de groep valt als hij niet meedrinkt.,',2.0
"De term dranquilo is een verbastering van het Spaanse woord tranquilo, dat 'kalm aan' betekent.",'kalm aan',0.0
"Dranquilo gaat meerdere jaren duren en begint in de aanloop naar 'Dry January', de campagne om een maand geen alcohol te drinken. Er worden online video's gepost op sociale media, er komen posters op billboards en vanaf februari zijn er ook reclamespotjes op televisie.",'Dry January',0.0
"""Vastgoedeigenaren worden in deze gebieden gedwongen om voor hun kantoor naar alternatieven te kijken"", zegt Van Leeuwen. ""Met een enorm tekort aan woningen is een nieuwe bestemming snel gevonden en dat is een mogelijk positieve uitkomst van deze situatie.''",',2.0
"Het is een raadsel hoe hij vervolgens in handen van de Iraanse veiligheidsdiensten viel. Volgens zijn vrouw verdween hij tijdens een zakenreis in Irak in oktober 2019. Vervolgens verscheen hij in Iran in de rechtszaal, waar hij werd vervolgd voor 'corruptie op aarde', wat gelijk staat aan spionage of pogingen om de regering omver te werpen. Iran beschuldigde Zam ervan te werken voor de geheime diensten van Frankrijk, Israël en de Verenigde Staten.",'corruptie op aarde',0.0
"Fish-and-chips is niet weg te denken uit de Britse cultuur. Elke stad of dorp heeft een 'chip shop' waar de snack kan worden afgehaald, meestal verpakt in druipend, vettig krantenpapier. In totaal geven de Britten jaarlijks 1,2 miljard pond (ongeveer 1,3 miljard euro) uit aan een gebakken visje met patat. Zelfs de Britse koningin Elizabeth is gek op fish and chips. Ze eet het gerecht regelmatig bij de lunch, verklapte haar ex-chefkok Darren McGrade onlangs.",'chip shop',0.0
"De SP vindt die betrokkenheid niet te verenigen met het lidmaatschap van de 'moederpartij'. Uiteindelijk werd de financiële ondersteuning van de jongerentak stopgezet. ""Mama, neem ons terug"", was vandaag te lezen op een van de spandoeken buiten.",'moederpartij',0.0
"Eerder dit jaar bedankte Hoekstra nog voor de leidersrol, maar na het terugtrekken van Hugo de Jonge heeft hij er dus mee ingestemd. ""Soms stelt het leven je dezelfde vraag twee keer"", zei de minister van Financiën. ""Ik heb vooral 'ja' gezegd omdat ons land zich in een fase bevindt dat je geen 'nee' kan zeggen.",'ja',0.0
"Eerder dit jaar bedankte Hoekstra nog voor de leidersrol, maar na het terugtrekken van Hugo de Jonge heeft hij er dus mee ingestemd. ""Soms stelt het leven je dezelfde vraag twee keer"", zei de minister van Financiën. ""Ik heb vooral 'ja' gezegd omdat ons land zich in een fase bevindt dat je geen 'nee' kan zeggen.",'nee',0.0
"De afgelopen tijd rommelde het nogal binnen de partij, zeker sinds de nipte winst van De Jonge in de lijsttrekkersverkiezing. Afgelopen donderdag maakte De Jonge bekend dat hij geen lijsttrekker meer wil zijn, omdat dat niet goed te combineren is met zijn werkzaamheden als 'coronaminister'.",'coronaminister',0.0
"De Britse premier Boris Johnson krijgt bijval maar ook veel kritiek vanuit zijn eigen Conservatieve Partij. Tobias Ellwood, parlementslid en voorzitter van de Defensiecommissie, noemt het plan onverantwoord. Chris Patten, lid van het Hogerhuis, noemt Johnson een 'Engelse nationalist.'",'Engelse nationalist.',0.0
"Iwájú, wat 'toekomst' betekent, speelt zich af in de Nigeriaanse stad Lagos. Het gaat over thema's als klassenongelijkheid en de moeite die het kost om daar verandering in te brengen.",'toekomst',0.0
"Ook ziet de achterban weinig in het voorstel om een 'preferendum' in te voeren, waarbij mensen zich vóóraf kunnen uitspreken over een wetsvoorstel. Met 57 procent werd een motie aangenomen om de passage hierover uit het programma te schrappen.",'preferendum',0.0
"De afgelopen tijd zijn er bijna duizend wijzigingsvoorstellen ingediend over het concept-verkiezingsprogramma van de VVD. Dat heeft er al toe geleid dat fractievoorzitter Klaas Dijkhoff, de belangrijkste schrijver van het verkiezingsprogramma, de zogenoemde 'rechtspraakparagraaf' heeft herschreven.",'rechtspraakparagraaf',0.0
"De gemeente Bunschoten ging in 2017 'om'. Burgers moeten hun restafval wegbrengen én er voor betalen, 1,62 per grijze zak. ""Het doel was om de hoeveelheid restafval naar beneden te brengen"", zegt wethouder van Financiën Rick Beukers.",'om',1.0
"Afgelopen week bleek uit een VN-rapport dat de wereld nog altijd afstevent op meer dan drie graden opwarming, tenzij er gekozen wordt voor een 'groene aanpak' om uit de coronacrisis te komen. En dat terwijl 2020 waarschijnlijk opnieuw een van de warmste jaren ooit gemeten wordt, en bosbranden, stormen en droogtes grote schade aanrichten, aldus de VN.",'groene aanpak',1.0
"Om te markeren dat 'Parijs' vandaag vijf jaar geleden is, organiseert de VN samen met Groot-Brittannië een online bijeenkomst. Die top komt in de plaats van de jaarlijkse klimaatconferentie, die vanwege corona is uitgesteld tot volgend najaar.",'Parijs',1.0
"Hij ergert zich aan het wetsvoorstel van GroenLinks waarin staat dat bedrijven die naar landen zonder dividendbelasting vertrekken, zoals het Verenigd Koninkrijk, eerst moeten afrekenen met de Nederlandse belastingdienst. De initiatiefwet stond in de volksmond al snel bekend als 'verhuisboete voor Unilever'.",'verhuisboete voor Unilever',0.0
"Het incident vond plaats bij de Saint John the Divine Cathedral in Harlem, ten noorden van Central Park. De Episcopaalse kerk staat bekend als 'St. John the Unfinished', omdat de kerk uit 1911 niet is afgebouwd.",'St. John the Unfinished',0.0
"Aanvankelijk werden grote protestmarsen in het centrum van de stad georganiseerd, maar de afgelopen weken verspreidden betogers zich met kleine demonstraties over de buitenwijken. Daardoor wordt het de veiligheidsdiensten moeilijk gemaakt grip te krijgen op de protesten. Zondag waren er zeker 70 'minimarsen'.",'minimarsen',0.0
"De uitgeweken oppositieleider Svetlana Tichanovskaja, die door de oppositie als winnaar van de presidentsverkiezingen wordt gezien, bezocht zondag Berlijn. Zij sprak onder meer met de eveneens gevluchte schrijfster en Nobelprijswinnaar Svetlana Aleksijevitsj. Zij werken samen aan een boek over 'de helden van de revolutie', liet Tichanovskaja weten op Telegram.",'de helden van de revolutie',0.0
"In de brief schrijft Schelvis dat hij zo goed als zeker weet dat zijn familie dood is. Hij schrijft: 'Gretha, David, Hella, Chel en Herman zijn, naar ik aanneem voor 99 procent, direct bij aankomst in het SS Sonderlager Sobibor, bij Lublin, vergast.' En even verderop: 'Het zal je wel pijn doen, dit alles te lezen, maar ik moet het je toch schrijven.'","'Gretha, David, Hella, Chel en Herman zijn, naar ik aanneem voor 99 procent, direct bij aankomst in het SS Sonderlager Sobibor, bij Lublin, vergast.'",0.0
"In de brief schrijft Schelvis dat hij zo goed als zeker weet dat zijn familie dood is. Hij schrijft: 'Gretha, David, Hella, Chel en Herman zijn, naar ik aanneem voor 99 procent, direct bij aankomst in het SS Sonderlager Sobibor, bij Lublin, vergast.' En even verderop: 'Het zal je wel pijn doen, dit alles te lezen, maar ik moet het je toch schrijven.'","'Het zal je wel pijn doen, dit alles te lezen, maar ik moet het je toch schrijven.'",0.0
"Maar het kabinet vindt dat er voldoende mogelijkheden zijn om werknemers een onbelaste thuiswerkvergoeding te geven, via de zogeheten 'vrije ruimte'. Ze mogen personeel jaarlijks onbelast geld, dingen of diensten leveren, zoals een kerstpakket, personeelsfeest, bedrijfsfitness of fiets van de zaak.",'vrije ruimte',0.0
"""Maar die bedenktijd zullen ze dit keer overslaan"", zegt Van der Wulp. In de coronawet is ingebouwd dat het kabinet maatregelen bij 'gevaarlijke situaties' ook meteen kan laten ingaan. De Tweede Kamer kan er dan met terugwerkende kracht over oordelen.",'gevaarlijke situaties',1.0
"Dat de procedures van belang zijn had ook CDA-Kamerlid Julius Terpstra snel in de gaten. Toen hij een half jaar geleden een belletje kreeg dat hij 'aan de beurt was' om zijn blauwe stoeltje in te nemen, omdat Erik Ronnes vertrok, duurde het nog anderhalve week tot zijn beëdiging. In die tijd heeft hij het 171 pagina's tellende reglement van orde bestudeerd. ""Dat klinkt misschien een beetje suf, maar als je de regels kent, kan je beter je politieke punt maken.""",'aan de beurt was',1.0
"Weisglas wijst op het belang van ervaring voor de controlerende taak van de Kamer. Als je er langer zit, kun je beter opboksen tegen de enorme kennis- en informatievoorsprong op de ministeries. Op de departementen werken bij elkaar vele duizenden ambtenaren, die gecontroleerd worden door 'slechts' 150 Kamerleden.",'slechts',1.0
"Zelf gaf hij het onderwerp 'asiel' na een tijd aan een fractiegenoot. ""Ik zei al zolang hetzelfde over opvang in de regio. Het was fijn om die portefeuille over te kunnen dragen.""",'asiel',0.0
"Ook in Duitsland wordt over strengere coronamaatregelen gesproken. Bondskanselier Merkel houdt een ingelast spoedoverleg met de deelstaten. De roep om een landelijke 'harde lockdown' is de afgelopen dagen steeds sterker geworden, nu de besmettingscijfers de hoogte in schieten en ook het dodental snel stijgt.",'harde lockdown',0.0
